workload = "medium"
classification = 2
layers = 2
single_qubit_params = 3
a = 0.0045
c = 0.006

Epoch: 100    train/loss: 26.114999771118164    valid/loss: 7.089900016784668    train/acc: 0.35    valid/acc: 0.381
Epoch: 200    train/loss: 23.90089988708496    valid/loss: 7.456299781799316    train/acc: 0.4625    valid/acc: 0.4286
Epoch: 300    train/loss: 22.561498641967773    valid/loss: 7.580199718475342    train/acc: 0.4625    valid/acc: 0.4286
Epoch: 400    train/loss: 22.049999237060547    valid/loss: 7.111499786376953    train/acc: 0.5    valid/acc: 0.4286
Epoch: 500    train/loss: 21.73900032043457    valid/loss: 7.024399757385254    train/acc: 0.5    valid/acc: 0.4762
Epoch: 600    train/loss: 21.54439926147461    valid/loss: 7.056299686431885    train/acc: 0.5125    valid/acc: 0.4762
Epoch: 700    train/loss: 21.33769989013672    valid/loss: 6.655799865722656    train/acc: 0.5    valid/acc: 0.5238
Epoch: 800    train/loss: 21.08049964904785    valid/loss: 6.351099967956543    train/acc: 0.5375    valid/acc: 0.5238
Epoch: 900    train/loss: 20.921199798583984    valid/loss: 6.404900074005127    train/acc: 0.55    valid/acc: 0.5238
Epoch: 1000    train/loss: 20.83409881591797    valid/loss: 6.389100074768066    train/acc: 0.525    valid/acc: 0.5238
Epoch: 1100    train/loss: 20.715999603271484    valid/loss: 6.350399971008301    train/acc: 0.55    valid/acc: 0.5238
Epoch: 1200    train/loss: 20.623998641967773    valid/loss: 6.255399703979492    train/acc: 0.55    valid/acc: 0.5238
Epoch: 1300    train/loss: 20.46179962158203    valid/loss: 6.25600004196167    train/acc: 0.5375    valid/acc: 0.5238
Epoch: 1400    train/loss: 20.31060028076172    valid/loss: 6.151199817657471    train/acc: 0.55    valid/acc: 0.5238
Epoch: 1500    train/loss: 20.101999282836914    valid/loss: 6.016499996185303    train/acc: 0.5625    valid/acc: 0.619
Epoch: 1600    train/loss: 19.783599853515625    valid/loss: 5.732500076293945    train/acc: 0.575    valid/acc: 0.6667
Epoch: 1700    train/loss: 19.697898864746094    valid/loss: 5.755300045013428    train/acc: 0.5875    valid/acc: 0.6667
Epoch: 1800    train/loss: 19.6653995513916    valid/loss: 5.710999965667725    train/acc: 0.5875    valid/acc: 0.6667
Epoch: 1900    train/loss: 19.636999130249023    valid/loss: 5.632899761199951    train/acc: 0.6    valid/acc: 0.6667
Epoch: 2000    train/loss: 19.631500244140625    valid/loss: 5.674999713897705    train/acc: 0.6    valid/acc: 0.6667
Epoch: 2100    train/loss: 19.573200225830078    valid/loss: 5.666999816894531    train/acc: 0.5875    valid/acc: 0.6667
Epoch: 2200    train/loss: 19.53809928894043    valid/loss: 5.734899997711182    train/acc: 0.6    valid/acc: 0.6667
Epoch: 2300    train/loss: 19.55929946899414    valid/loss: 5.679299831390381    train/acc: 0.6375    valid/acc: 0.6667
Epoch: 2400    train/loss: 19.564800262451172    valid/loss: 5.707399845123291    train/acc: 0.6375    valid/acc: 0.6667
Epoch: 2500    train/loss: 19.5487003326416    valid/loss: 5.753599643707275    train/acc: 0.65    valid/acc: 0.6667
Epoch: 2600    train/loss: 19.569700241088867    valid/loss: 5.743199825286865    train/acc: 0.6375    valid/acc: 0.7143
Epoch: 2700    train/loss: 19.55609893798828    valid/loss: 5.699999809265137    train/acc: 0.65    valid/acc: 0.6667
Epoch: 2800    train/loss: 19.502498626708984    valid/loss: 5.746999740600586    train/acc: 0.625    valid/acc: 0.6667
Epoch: 2900    train/loss: 19.43400001525879    valid/loss: 5.759500026702881    train/acc: 0.65    valid/acc: 0.6667
Epoch: 3000    train/loss: 19.427799224853516    valid/loss: 5.7764997482299805    train/acc: 0.65    valid/acc: 0.6667
Epoch: 3100    train/loss: 19.37579917907715    valid/loss: 5.765500068664551    train/acc: 0.65    valid/acc: 0.6667
Epoch: 3200    train/loss: 19.362899780273438    valid/loss: 5.770299911499023    train/acc: 0.65    valid/acc: 0.6667
Epoch: 3300    train/loss: 19.35179901123047    valid/loss: 5.781499862670898    train/acc: 0.6375    valid/acc: 0.6667
Epoch: 3400    train/loss: 19.30889892578125    valid/loss: 5.835799694061279    train/acc: 0.6375    valid/acc: 0.6667
Epoch: 3500    train/loss: 19.305700302124023    valid/loss: 5.844099998474121    train/acc: 0.65    valid/acc: 0.6667
Epoch: 3600    train/loss: 19.304698944091797    valid/loss: 5.842199802398682    train/acc: 0.65    valid/acc: 0.619
Epoch: 3700    train/loss: 19.372299194335938    valid/loss: 5.843100070953369    train/acc: 0.65    valid/acc: 0.619
Epoch: 3800    train/loss: 19.256999969482422    valid/loss: 5.878299713134766    train/acc: 0.6375    valid/acc: 0.619
Epoch: 3900    train/loss: 19.259498596191406    valid/loss: 5.877599716186523    train/acc: 0.6375    valid/acc: 0.619
Epoch: 4000    train/loss: 19.2455997467041    valid/loss: 5.9096999168396    train/acc: 0.6375    valid/acc: 0.619
Epoch: 4100    train/loss: 19.267000198364258    valid/loss: 5.921599864959717    train/acc: 0.6375    valid/acc: 0.619
Epoch: 4200    train/loss: 19.242300033569336    valid/loss: 5.911799907684326    train/acc: 0.6375    valid/acc: 0.619
Epoch: 4300    train/loss: 19.228599548339844    valid/loss: 5.914299964904785    train/acc: 0.6375    valid/acc: 0.619
Epoch: 4400    train/loss: 19.213600158691406    valid/loss: 5.952699661254883    train/acc: 0.625    valid/acc: 0.619
