workload = "medium"
classification = 2
layers = 1
single_qubit_params = 3
a = 0.005
c = 0.01
Test accuracy: 0.45

Epoch: 100    train/loss: 24.269298553466797    valid/loss: 6.842599868774414    train/acc: 0.425    valid/acc: 0.3333
Epoch: 200    train/loss: 22.788198471069336    valid/loss: 6.69189977645874    train/acc: 0.475    valid/acc: 0.4286
Epoch: 300    train/loss: 22.784698486328125    valid/loss: 5.908299922943115    train/acc: 0.475    valid/acc: 0.5714
Epoch: 400    train/loss: 21.940898895263672    valid/loss: 6.748199939727783    train/acc: 0.5    valid/acc: 0.4762
Epoch: 500    train/loss: 21.683799743652344    valid/loss: 6.351199626922607    train/acc: 0.4875    valid/acc: 0.381
Epoch: 600    train/loss: 21.7455997467041    valid/loss: 6.37339973449707    train/acc: 0.55    valid/acc: 0.5714
Epoch: 700    train/loss: 21.115798950195312    valid/loss: 8.415599822998047    train/acc: 0.5625    valid/acc: 0.5714
Epoch: 800    train/loss: 21.426799774169922    valid/loss: 6.400799751281738    train/acc: 0.525    valid/acc: 0.5238
Epoch: 900    train/loss: 21.670700073242188    valid/loss: 6.694499969482422    train/acc: 0.5375    valid/acc: 0.5238
Epoch: 1000    train/loss: 20.499099731445312    valid/loss: 6.367799758911133    train/acc: 0.55    valid/acc: 0.6667
Epoch: 1100    train/loss: 20.344999313354492    valid/loss: 5.82859992980957    train/acc: 0.575    valid/acc: 0.7619
Epoch: 1200    train/loss: 20.625598907470703    valid/loss: 6.535099983215332    train/acc: 0.5375    valid/acc: 0.619
Epoch: 1300    train/loss: 21.152198791503906    valid/loss: 6.80079984664917    train/acc: 0.5375    valid/acc: 0.4286
Epoch: 1400    train/loss: 20.07969856262207    valid/loss: 6.31719970703125    train/acc: 0.5125    valid/acc: 0.5714
Epoch: 1500    train/loss: 19.792699813842773    valid/loss: 6.572299957275391    train/acc: 0.5375    valid/acc: 0.5714
Epoch: 1600    train/loss: 19.809398651123047    valid/loss: 6.7276997566223145    train/acc: 0.5125    valid/acc: 0.5238
Epoch: 1700    train/loss: 21.554399490356445    valid/loss: 5.8668999671936035    train/acc: 0.5625    valid/acc: 0.6667
Epoch: 1800    train/loss: 20.566699981689453    valid/loss: 6.581099987030029    train/acc: 0.5375    valid/acc: 0.5714
Epoch: 1900    train/loss: 19.854799270629883    valid/loss: 6.167599678039551    train/acc: 0.5375    valid/acc: 0.4762
Epoch: 2000    train/loss: 20.7018985748291    valid/loss: 6.0894999504089355    train/acc: 0.5    valid/acc: 0.4762
Epoch: 2100    train/loss: 19.43630027770996    valid/loss: 6.64139986038208    train/acc: 0.5375    valid/acc: 0.4286
Epoch: 2200    train/loss: 18.898099899291992    valid/loss: 6.514199733734131    train/acc: 0.5375    valid/acc: 0.5238
Epoch: 2300    train/loss: 19.479000091552734    valid/loss: 6.343599796295166    train/acc: 0.5375    valid/acc: 0.5238
